word,part_of_speech,definition
ku’ldas,Verb,"go down, get off (a vehicle, a platform). manguldas, makakuldas, mipakuldas, mikuldas, pa:kuldas, pakuldasan, pa:nguldas, pakikuldas, a:kuldas."
ku’ldas,Noun,kulda’san ‘place to get off’.
ku’le,Noun,color; see kulul-.
ku’le,Adjective/Adverb,"makule ‘colorful, colored’."
kule’bra,Noun,"a disease, sometimes has external symptoms, sometimes does not."
kule’kta,Verb,"mangulekta/manguleksyun ‘collect, take up a collection’. makikolekta, pakikolekta, pangulekta/panguleksyun, a:kulekta/a:kuleksyun."
kule’kta,Noun,ma:ngulekta/kolekto’r.
kuligli’g,Noun,"catydid, cicada."
kulti’,Verb,"ma:ngulti ‘soaking corns/calluses in a lime solution’. pangulti, pa:kulti."
kuluba’sa,Noun,"squash, a vegetable."
kulul,Adjective/Adverb,"the color of –. kululu’bi ‘violet (color of the ube tuber)’, kulule’bun ‘egg-colored’."
kulu’ng,Stative/Verb,"jailed, trapped. mangakulung, maka:kulung, pa:kulung, pakikulung, a:kulung, pa:ngulung, ikulung, pa:ngulungan, ke:kulung."
kulu’ng,Adjective/Adverb,"makulung, makakulung."
kulu’ng,Noun,kulungan ‘jail’.
kulupa’riq,Noun,head of penis. cf. burungburung
kulu’r/kolo’r,Verb,"apply color. ma:ngulur, pa:kulur; kuluran, kiluran; pakikulur, a:kulur, pa:nguluran."
kulu’r/kolo’r,Adjective/Adverb,makulur; see makule.
kulu’t,Stative/Adjective/Adverb/Verb,"curl(ed). kulutan, kilutan, mangakulut, maka:kulut, makikulut, pakikulut, pa:kulut, a:pakulut, a:pangulutan, pa:ngulutan."
kulu’t,Adjective/Adverb,makulut ‘curly’; makakulut.
ku’lyat,Noun,the old name for what is now Angeles
kumbe’ntu,Noun,"convent, parish house, residence of a"
kumbira’,,(/kumbida’)
kumbira’,Verb,"invite. mangumbira, kumbiran, kimbiran, makapangumbira, pakikumbira, pa:kumbira, a:kumbira, pa:ngumbira."
kumbira’,Adjective/Adverb,makumbira.
kumbira’,Noun,pa:mangumbira.
kumpa’s,Verb,"gesture, gesticulate. kukumpas, kumpasan."
-kumpi’l,,(N?) Confirmation–a Catholic ceremony.
-kumpi’l,Verb,"ma:ngumpil, mangakumpil, makikumpil, pakikumpil."
-kumpi’l,Adjective/Adverb/Stative,makakumpil.
ku’naq,Noun,baby bed.
kunku’rdyas,Noun,Concordias (name of a bridge in Cabalantian).
kundu’l,Noun,a melon (or squash?)–informants call it variously fruit or vegetable; eaten candied.
kune’u,Noun,rabbit.
kune’u,Verb,manguneu ‘hunt rabbits’.
kune’u,Adjective/Adverb,makuneu ‘rabbit infested’.
-kunwa’riq,Verb,"magkunwariq ‘pretend, dissimilate’."
ku’nyat,Adjective/Adverb,"makunyat ‘tough, rubbery, resilient’."
ku’pal,Noun,1. almasiga resin (?). (Spanish copa) 2. semen; vaginal lubricant.
kupa’s,Verb,"fade. kumupas, ma:ngupas."
kupi’q,Noun,name (for a dog).
kupya’q,Noun,"hat, cap (includes woven hats, caps such as policeman’s). kakupyaq ‘one who wears same hat’."
kupya’q,Verb,"magkupyaq ‘wear a hat’. pakikupya, makikupya, pa:kupya, pa:ngupyan, a:kupyaq."
kupya’q,Adjective/Adverb,makakupyaq ‘wearing a hat’.
kura’l,Noun,"corral, e'g. kural-damulag."
ku’ran,Noun,"a large pot, used for cooking rice. Bakit, dadala ke wari ing kuran? Why, did you want the pot to bring me? [an idiomatic expression said to one who has kept you waiting]."
kura’p,Verb,"blink eyes; see kirat. kukurap, magkurap, pa:kurapan, pa:ngurap, a:kurap, makakurap."
kurba’du,Adjective/Adverb,"curved, curving."
kuri’smaq,Noun,"the hot season from February to May, the Lenten season. (Sp. cuaresma)"
kuri’smaq,Verb,magkurismaq ‘Lent is coming near’.
kuri’tas,Noun,bandaid (from Curitas–the brand name).
kursi’lyu,Noun,"a Catholic retreat/revival movement, the organization, the meetings."
kursi’lyu,Verb,"magkursilyu ‘repent, change one’s ways, i'e. join the Cursillo’."
kurti’na,Noun,curtain.
kurti’na,Verb,"mangurtina, a:korti, pa:kurtina, pa:ngurti."
kurti’na,Adjective/Adverb,"makortina, makorti."
kuru’du,Noun,"crude oil, diesel fuel."
kuru’du,Adjective/Adverb,makurudu ‘oily’; dekurudu ‘oil-burning’.
kuru’s,Noun,"cross, crucifix."
kurye’nte/kuriye’nte,Noun,"current, electric current. tulang kuriyente ‘a kind of dragonfly."
kurye’nte/kuriye’nte,Verb,"magkuriyente ‘electrocute’, manguriyente, pa:kuriyente, panguriyente, a:kuriyente."
kurye’nte/kuriye’nte,Adjective/Adverb,"makakuriyente, makuriyente ‘lively, full of energy’."
kuskusbalu’ngus,Noun,"fuss, ado, bother, fancy frills."
kuskusbalu’ngus,Adjective/Adverb,makuskusbalungus (kabalangusan).
kusi’na/kusi’naq,Noun,kitchen (a separate building from the ‘house’–considered not a part of the house even when attached).
kusi’na/kusi’naq,Verb,"ma:ngusina/magkusina ‘cook, work in the"
kuswe’lu,Adjective/Adverb,"makuswelu ‘be satisfied, be happy with something one has’."
kutang,Noun,"question. kinutang ‘thing asked’; pa:mangutang ‘questioning, interrogative’."
kutang,Verb,"mangutang, ikutang, a:kut, kit, kitan, kitang, pa:ngut-mangakutang, mikutang, mipangutang, makikutang, pakikutang, pa:kutang, a:kutang."
kutku’t,Verb/Stative,"bury. ma:ngutkut, kutkutan, pa:ngutkut, pa:kutkut, pakikutkut, ikutkut, a:kutkut, maka:kutkut, mipakutkut, kitkut, kakutkutkut ‘just buried’."
kutku’t,Noun,kutkutan ‘cemetery; see kampu santu.
kutku’t,Adjective/Adverb,"makutkut, mekutkut, makakutkut."
kuti’ng,Noun,kitten.
ku’tis,Noun,"skin-color, pigmentation."
ku’tis,Verb,"a:kuti’san ‘be recognized, be identified’."
kutca’raq,Noun,spoon.
kutca’raq,Verb,mangutcaraq ‘use a spoon’; pa:ngutcaran ‘eat something with a spoon’. [said in Bacolor to mean ‘shovel’ in the Minalin dialect].
kutcaro’n,Noun,soup ladle.
kutci’ntaq,Noun,some kind of food. magkukutcintaq ‘vendor’.
ku’tu,Noun,louse; see liyas. kutung-gaqinduq.
ku’tu,Adjective/Adverb,makutu ‘lice-infested’.
ku’tu,Verb,"mangutu, mipangutu, makikutu."
kutu’d,Noun,something cut [Bergaño]; a section of San Ferdo noted for its residents’ performing penitential acts on Good Friday. magkukutud ‘an evil person or witch said to be able to separate upper half of body from lower and fly; see aswang. K
kuci’lyu/kutsi’lyu,Noun,tableknife.
kuwa’t,Noun,"‘mushroom’ in the Sta. Rita dialect, according to Bacolor informants."
-ku’yad,Adjective/Adverb,"makuyad ‘short, not long’."
-ku’yad,Verb,"mangakuyad, pa:kuyad, pa:nguyad, pa:nguyaran, a:kuyad, ikuyad."
-ku’yad,Stative,makamakuyad.
kwaq,Noun,puppy.
kwaq/kuwa’q,Verb,"get, take. kumaq, kua, ikwaq, kinwaq, mangwaq, manikwaq, ipakikwaq, pa:ngwaq, magpakwaq, a:kwaq, pa:ngwa, pa:kwaq, ke:yakwaq, mipangwaq."
kwaq/kuwa’q,Noun,pa:mangwaq ‘act of getting’.
kwa’kuq/sikwa’kuq,Noun,pipe (smoking).
kwa’kuq/sikwa’kuq,Verb,manyikwakuq ‘smoke a pipe’;
kwa’liq,Noun,frying pan.
kwa’lta,Noun,"money, a single coin. pikwaltan ‘source of wealth’."
kwa’lta,Adjective/Adverb,"makwalta ‘rich, wealthy’; mikwalta."
kwa’yan/kawa’yan,Noun,bamboo.
kwe’lyu,Noun,collar.
kwe’lyu,Verb,pa:ngwelyu ‘collar someone’.
kwe’ntu,Noun,"fable, story."
kwe’rdas,Noun,"spring, winding key."
kwe’rdas,Verb,kwerda’san ‘wind something up’.
kwi’ntas,Noun,necklace.
kwi’ntas,Verb,magkwintas ‘wear a necklace’;
kwi’tis,Noun,skyrocket.
kwi’tis,Verb,mangwitis ‘fire skyrockets’.
kyan,Pronoun,"now, here; see kanyan."
kya’puq,Noun,water lily.
kya’pus,Verb,"magkyuapus ‘imitate’; see a’pus. makakyapus, pa:kyapus, pa:kyapusan, makyapus, mikyapus."
da’ba,Noun,"a large, wide-mouth cooking pot, made of clay, black."
dabi’d/davi’d,Noun,a male first name; a family name.
da’bung,Noun,"shoots, young leaves."
da’bung,Adjective/Adverb,malabung ‘leafy’.
daka’l,Noun,"many, much. marakal, merakal, pekamarakal, kasing-dakal."
daka’l,Verb,"a:parakal, ka:rakal, pa:ngarakal, pa:rakalan,"
daka’p,Verb,"catch, apprehend. magdakap, makarakap, manyakap, pakirakap, dakpan, darakpan, pa:nyakap, panyakpan, a:rakap."
daka’p,Adjective/Adverb,"marakap, merakap."
da’ke,Noun,"phase, share, portion. dakedake ‘partition’, pa:mandake, pir:raka’yan."
da’ke,Verb,"pa:rake, makidake, a:rake, mirake."
daki’tan,Verb,"fetch home, escort home; see dalakit."
dagda’g,Verb,"dagdagan ‘add, augment something’. digdagan, pandagdagan, magdagdag, makidagdag, pa:ragdag, a:dagdag, pakidagdag, miparagdag, mandagdag, mindagdag."
dagda’g,Adjective/Adverb,"madagdag, medagdag, makadagdag."
dagi’s,Noun,"rat(s). dagi’s-bale’, dagi’s-pa’le. dagisdagi’san = tigsang dagis ‘a lump in flesh caused by a sharp blow’."
da’gul,Verb,"grow big(ger). daragul, dinagul, idagul, mandagul, mindagul, pa:ragul, a:dagul, pandagul, pindagul, pa:ragulan, miparagul."
da’gul,Adjective/Adverb,"maragul, mangaragul, pekamaragul, kasingdagul."
da’gul,Noun,karagulan ‘bigness’; pa:magparagul ‘raising (children)’.
dai’g/de:g,Noun,"superior, more powerful."
dai’g/de:g,Verb,"daig ‘overcome’, deig. daiga’n, deigan."
dala’,Verb,"bring, carry. magdala, dalan, makidala, pakidala, pa:dala, maka:dala, pa:ndala, idala, a:dala, a:padala, mi:dala, mipadala."
dala’,Adjective/Adverb,"madala, medala, makadala."
dalakit,,(da’kit-)?
dalakit,Verb,"see dakitan. da:lakit ‘come over, come across (e'g. go to a neighbor’s house)’. dinalakit, maka:dalakit, pakidalakit, pa:ndalakit, a:dalakit, mandalakit, mindalakit, midalakit, kadalakit."
dalakit,Noun,"pekadalakitan ‘e'g. bamboos for crossing a stream or chasm’, pa:mandalakit ‘the act of crossing’."
dala’ga,Noun,"maiden, virgin, young woman."
dala’ga,Noun,"da:laga. See dumalaga, dalagita; kadalagan ‘a gathering of dalaga’."
dala’ga,Verb,magdalaga ‘become a dalaga’.
dala’ga,Adjective/Adverb,"madalaga, medalaga; makidalaga ‘have a dalaga daughter’."
dalagi’ta,Noun,a young girl in pre-teen or early teen age; see dalaga.
dalagi’ta,Verb,magdalagita ‘become a dalaga’.
dalagi’ta,Adjective/Adverb,madalagita.
dala’mat,Noun,a serious sickness.
dala’mat,Adjective/Adverb,madalamat.
da’lan,Noun,"road, way, passage."
da’lan,Verb,"dala ‘pass by for someone’. dinalan, pa:dalan, makidalan ‘pass between others’, pandalan, mandalan, mindalan, idalan, a:dalan, mipadalan, madala ‘made into a"
-dala’s,Adjective/Adverb,"madalas/maralas ‘often’. pekamadalas/pekamaralas, kasingdalas, makidalas."
-dala’s,Verb,"pa:ralas/pa:dalas, pandalas, idalas, a:dalas."
dala’yap,Noun,line; see da’yap.
dalda’k,Verb,"grind, pound, mill. daraldak, pa:daldak, iparaldak, idaldak, pakidaldak, a:daldak."
dalda’k,Noun,"pa:mandaldak, daldakan."
dalda’k,Adjective/Adverb,"madaldak, medaldak, makadaldak, kasing"
da’le,Exclamation,‘okay’.
dali’g,Noun,"wall, partition."
dali’g,Verb,"daligan, de:ligan, magdalig, makidalig, maka:pandalig, makidalig, pa:dalig, a:dalig, mi:daligan."
dali’g,Adjective/Adverb,"madalig, medalig, makadalig, kadalig, kasing"
da’lit,Noun,"chant, song. pa:mandalit."
da’lit,Verb,"dadalit ‘sing, chant’. magdalit, makadalit, pakidalit, makidalit, pa:dalit, idalit, a:dalit, de:litan."
da’lo,Noun,"visitor, especially an unexpected visitor."
da’lo,Verb,"dumalo, dinalo, makadalo, makidalo, pakidalo, pa:dalo, pandalawan, dalawan,"
dalu’m,Noun,"lawsuit, complaint."
dalu’m,Verb,"magdalum, pa:dalum, makapagdalum, pakidalum, makidalum, idalum, a:dalum, mipadalum, mandalum, de:lum."
dalu’m,Adjective/Adverb,"madalum, medalum, makadalum."
dalu’mdum,Noun,darkness.
dalu’mdum,Adjective/Adverb,"madalumdum ‘dark, dim’."
dalu’mdum,Verb,pa:dalumduman.
dalya’wat,Noun,pimple(s).
dalya’wat,Adjective/Adverb,"madalyawat, mikadalyawat, midalyawaten."
dam,Verb,"borrow; see -andam-. mandam, daraman, pa:raman, a:param, iparam, mangaparam."
dam,Noun,pa:maram.
dam,Adjective/Adverb,"maparam, meparam, makaparam."
damara,Noun,"shade, grove, arbor."
dama’s,Noun,bridesmaid.
damdam,Verb,"damdaman ‘hear, listen’. dimdam, makiramdam, pakiramdaman, paramdam, a:ramdam, mangaramdam."
damdam,Adjective/Adverb,"madamdam, maramdam, makaramdam, maramdaman ‘sensitive’."
damdam,Noun,panamdam ‘feelings’.
da’me,Verb,"involve oneself, sympathize. dadame, diname, makirame, idame, a:karame, miparame, pakirame, maka:rame."
da’me,Noun,kadamayan ‘one you sympathize with’.
dami’q,Noun,"a female nickname, from Damasa."
da’mlaq,Noun,honor; see dangal.
damo’nyo/demo’nyo,Noun,devil. markang-damonyo ‘San Miguel gin’.
damo’nyo/demo’nyo,Adjective/Adverb/Stative,"makadamonyo, kadamonyan."
damu’lag,Noun,"carabao. [metaphor] ‘ill-tempered, harsh person’."
damu’lag,Adjective/Adverb,"kadamulag, kadamulagan."
damu’sak,Verb,step on. a:damusak.
da’mut,Noun,"apology, excuse."
da’mut,Verb,"magdamut, makipagdamut, pagdamutan."
danu’m,Noun,"water. danu’man ‘ocean, body of water’."
danu’m,Verb,"mamaranum ‘water something’. magparanum, danuma’n, pakidanum, pa:ranum, panyanuman."
danu’m,Adjective/Adverb,"madanum, medanum, makadanum,"
da’nup,Noun,hunger. makidanup ‘starvation’.
da’nup,Verb,"danupan, dumanup, pa:ranupan ‘make (pigs) hungry’, mangadanup."
da’nup,Adjective/Adverb,"madanup, medanup, pekamaranup."
danga’l,Noun,"honor, honesty; kadangalan."
danga’l,Verb,"dangalan ‘honor someone’. de:ngalan, makidangal, pa:rangalan."
danga’l,Adjective/Adverb,"marangal, merangal."
da’ngkal,Noun,a finger measurement–thumb and index finger.
da’ngkal,Adjective/Adverb,"madangkal, medangkal, makadangkal."
da’ngkal,Verb,dangkalan ‘measure something with dangkal’.
dapa’q,Verb,"lie flat, with face down."
dapa’q,Adjective/Adverb,madapaq ‘lying flat’.
da’pat,Verb,"(spec.) ‘should, ought to’."
da’pat,Noun,"karapatan ‘rights, duties, obligations’."
dapa’t,Noun,"business, affairs, concern. karapta ‘result of a deed’."
dapa’t,Verb,"magdapat ‘take care of something’. magparapat, makadapat, makidapat, depatan, pakidapat, de:pat, pa:dapat, pa:nyapat, a:dapat/a:rapat."
dapa’t,Adjective/Adverb,"madapat, medapat, makadapat."
dapdap,Noun,"balete tree, home of diwataq."
da’pot,Subordinating Conjunction,"but, however."
da’pu,Noun,crocodile. tulang dapu ‘a kind of dragonfly which is found at rivers’.
da’pu,Adjective/Adverb,madapu ‘crocodile-infested’.
da’puk,Verb,"dinapuk ‘put inside’. makapandapuk, pakidapuk, pa:dapuk, pandapuk."
da’puk,Adjective/Adverb,"marapuk, merapuk, makadapuk."
da’pug,Noun,bonfire.
da’pug,Noun,trash pile (e'g. leaves and other yard sweepings).
da’pug,Verb,"magdapug ‘sweep up trash’, maka:dapug, dapugan, de:pugan, maka-pandapug, makidapug, pakidapug, pa:dapug."
da’pug,Adjective/Adverb,madapug.
da’put/da’pot,Coordinating Conjunction,but.
dara’q,Verb,"dadaraq ‘thresh palay’; see darak. pakidaraq, pa:daraq, a:daraq, daran ‘thresh something’, de:raq."
dara’q,Adjective/Adverb,"madaraq, medaraq, makadaraq."
dara’q,Noun,pa:mandaraq.
da’ra,Noun,aunt; stepmother.
da’ra,Verb/Stative,midara ‘aunt and niece/nephew’.
dara’k,Noun,"rice-bran. dara’k-mai’s, dara’k ko’nu."
dara’k,Verb,magpadarak.
daragi’s,Verb/Stative,constipated; have difficulty in child-bearing. magdaragis.
-da’s,Verb,"reach, arrive, go as far as. mira’s, das, daras, dis, kara’s. D"
da’se,Noun,"woven mat, used for sleeping, old ones are used for drying rice, etc."
da’se,Verb,"magdase ‘use a mat’. makidase, pakidase, pa:dasayan, pa:dase."
da’se,Adjective/Adverb/Stative,makadase ‘be on a mat’.
dasyuna’n,Verb,"(Eng.) ration, apportion, deliver. darasyun, darasyu, magrasyu’n, a:rasyu, irasyun."
da’tang,Verb,"arrive, come. daratang, dinatang/dintang, mipa:ratang, ke:ratangan, manyatang, karatangratang,"
da’tuq,Noun,leader [rarely used except with reference to Southern Philippines or to olden days].
da’yaq,Noun,blood. karayaq ‘one with same blood type’.
da’yaq,Verb,"darayaq, dinayaq, mangarayaq, pa:rayan, makidayaq."
da’yaq,Adjective/Adverb,"madayaq, marayaq. matua(king)dayaq ‘e'g. a nephew older than his uncle’."
da’yap,,See dalayap.
da’yat,Noun,"fields, rice-fields. dayat-malat ‘ocean, sea’, dayatan, dayatdayatan. c'f. Arayat."
daysto’lik/disto’lik,Noun,"diastolic, blood pressure."
dayu’q/dayu’,Noun,distance.
dayu’q/dayu’,Adjective/Adverb,"marayu ‘far, distant’."
dayu’q/dayu’,Verb,"darayuq ‘alienate, remove, put’, dumayuq ‘far away’, miparayuq, a:parayuq."
de/de,Pronoun,"1. (portmanteau) they-it. 2. of such a type: degoma, debastun, dekolor; run on/by: degasolina, dekurudu, deqayri."
deba’ti/diba’ti,Verb,"magdebati ‘debate, argue’. makapagdebati, makidebati, pakidebati, pa:debati, ke:debati, a:kadebati, midebati."
deba’ti/diba’ti,Noun,"pi:dibatyan ‘topic of debate’, pipagdibatyan ‘place/topic’."
-dekwa’tru,Verb,magdekwatru ‘stand with one foot raised and resting on the other knee’.
de:g,,See daig.
degla/regla,Verb,manaregla ‘put something in order’.
menstruate.,Adjective/Adverb/Stative,"makadegla ‘set in order, in ordered"
de’li,Noun,a female name.
delika’du,Adjective/Adverb,"dangerous, touchy, sensitive. medalikadu, kadelikadwan, pekadelikadu."
dema’nda,Verb,"magdemanda ‘sue, take to court’."
dema’nda,Adjective/Adverb/Stative,makademanda ‘subject to court hearing’.
den/ren,Pronoun,those (ing-case).
de’ni/re’ni,Pronoun,these (ing-case).
deng/reng,,"(CMP) plural, specific, ing-case."
depa’skwa,Noun,poinsettia flower.
de’rit,Noun,a kind of fish net.
desidi’du,Adjective/Adverb/Stative,"decided, determined."
de’ti/re’ti,Pronoun,those (ing-case).
di/ri,,(CMP) special personal plural.
di’ki,Noun,"dike, barrier to hold back flood waters."
diku’t,Noun,grass.
diku’t,Adjective/Adverb,"madikut, medikut, mikadikut."
diku’t,Verb,"pa:dikut, makidikut, pakidikut."
digma’n,Noun,"a water plant (seaweed?), found especially in rainy reason."
di’gu,Noun,"male nickname, from Rodrigo."
di’laq,Noun,tongue; fangs (?) of snake. mayumu-dilaq ‘sweet-talking’; see dilat-.
dila’nwaq/dila’ngwaq,Noun,century (dina’lan + ba’nwaq).
dilat,Verb,"dilatan ‘lick something’. mandilat ‘stick tongue out’, pandilatan ‘stick tongue out at someone’."
dilat,Noun,pa:mandilatan ‘the act of sticking one’s tongue out’; see di’laq-.
di’liq,Q./Noun,"self; [superlative constructions] ikandiliq ‘you alone’, malaguqdiliq ‘the prettiest’."
di’liq,Verb,magdilidiliq ‘live alone’; see sariliq.
dilo’,Adjective/Adverb,"yellow. madilodilo ‘yellowish, near-ripe’."
di’luq,Verb,"mandiluq ‘take a bath’. makapandiluq, makidiluq, pakidiluq, pa:diluq, padiluwan, pandiluwan, a:diluq."
di’luq,Adjective/Adverb,"madiluq, mediluq, makadiluq."
di’mla,Noun,"cold, coolness."
di’mla,Adjective/Adverb,"marimla ‘cold, cool, chilly’. kasingdimla, pekamarimla."
di’mla,Verb,"magmarimla ‘e'g. wear a sweater’. pa:rimlan ‘chill something’, a:parimla, miparimlan."
di’mpals,Noun,dimple(s).
din,Verb,"di ‘give something to…’. dini, miri, pakidi, pa:di, a:di, pandi."
din,Adjective/Adverb,"madi, medi."
dina’lan,Noun,one hundred.
dina’mo,Noun,"generator. makidinamo, pekadinamo."
